alias,normalized_name,company_key,relationship_type,management_type,role,designation
علي عبدالله محمد الهبدان,علي عبدالله محمد الهبدان,9571-ar,board_shareholding,,,كبار التنفيذيين
علي عبدالله محمد الهبدان,علي عبدالله محمد الهبدان,9571-ar,board_member,board_of_directors,نائب الرئيس - تنفيذي,أعضاء مجلس الإدارة
علي عبدالله محمد الهبدان,علي عبدالله محمد الهبدان,9571-ar,board_shareholding,,,أعضاء مجلس الإدارة
علي عبدالله محمد الهبدان,علي عبدالله محمد الهبدان,9571-ar,substantial_shareholder,,,
علي عبدالله محمد الهبدان,علي عبدالله محمد الهبدان,9571-ar,board_member,senior_executive,تنفيذي,كبار التنفيذيين
علي عبدالله محمد الهبدان,علي عبدالله محمد الهبدان,9571-en,substantial_shareholder,,,
علي عبدالله محمد الهبدان,علي عبدالله محمد الهبدان,9571-en,board_shareholding,,,Board of Directors
علي عبدالله محمد الهبدان,علي عبدالله محمد الهبدان,9571-en,board_shareholding,,,Senior Executives
علي عمار فلاح الحربي,علي عمار فلاح الحربي,9545-ar,substantial_shareholder,,,
علي عمار فلاح الحربي,علي عمار فلاح الحربي,9545-ar,board_shareholding,,,كبار التنفيذيين
علي عمار فلاح الحربي,علي عمار فلاح الحربي,9545-ar,board_shareholding,,,أعضاء مجلس الإدارة
علي عمار فلاح الحربي,علي عمار فلاح الحربي,9545-ar,board_member,senior_executive,الرئيس التنفيذي,كبار التنفيذيين
علي عمار فلاح الحربي,علي عمار فلاح الحربي,9545-ar,board_member,board_of_directors,تنفيذي,أعضاء مجلس الإدارة
علي عمار فلاح الحربي,علي عمار فلاح الحربي,9545-en,substantial_shareholder,,,
علي عمار فلاح الحربي,علي عمار فلاح الحربي,9545-en,board_shareholding,,,Senior Executives
علي عمار فلاح الحربي,علي عمار فلاح الحربي,9545-en,board_shareholding,,,Board of Directors
علي فواز التميمي,علي فواز التميمي,4292-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
علي كاظم الهندال,علي كاظم الهندال,8250-ar,board_member,board_of_directors,غير تنفيذي,أعضاء مجلس الإدارة
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,4194-ar,board_shareholding,,,رئيس مجلس الإدارة
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,4194-ar,substantial_shareholder,,,
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,4194-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,4194-en,board_shareholding,,,Chairman
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,4194-en,substantial_shareholder,,,
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,9636-ar,board_shareholding,,,رئيس مجلس الإدارة
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,9636-ar,substantial_shareholder,,,
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,9636-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,9636-en,substantial_shareholder,,,
علي مبارك محمد الدوسري,علي مبارك محمد الدوسري,9636-en,board_shareholding,,,Chairman
علي محمد البلاع,علي محمد البلاع,7211-ar,board_member,board_of_directors,تنفيذي,أعضاء مجلس الإدارة
علي محمد البلاع,علي محمد البلاع,7211-ar,board_member,senior_executive,الرئيس التنفيذي,كبار التنفيذيين
علي محمد ديب علي عيد,علي محمد ديب علي عيد,9527-ar,substantial_shareholder,,,
علي محمد ديب علي عيد,علي محمد ديب علي عيد,9527-ar,board_shareholding,,,أعضاء مجلس الإدارة
علي محمد ديب علي عيد,علي محمد ديب علي عيد,9527-en,board_shareholding,,,Board of Directors
علي محمد ديب علي عيد,علي محمد ديب علي عيد,9527-en,substantial_shareholder,,,
علي محمد رشيد البلاع,علي محمد رشيد البلاع,7211-ar,board_shareholding,,,كبار التنفيذيين
علي محمد رشيد البلاع,علي محمد رشيد البلاع,7211-ar,board_shareholding,,,أعضاء مجلس الإدارة
علي محمد رشيد البلاع,علي محمد رشيد البلاع,7211-ar,substantial_shareholder,,,
علي محمد رشيد البلاع,علي محمد رشيد البلاع,7211-en,substantial_shareholder,,,
علي محمد رشيد البلاع,علي محمد رشيد البلاع,7211-en,board_shareholding,,,Senior Executives
علي محمد رشيد البلاع,علي محمد رشيد البلاع,7211-en,board_shareholding,,,Board of Directors
علي محمد رشيد البلاع,علي محمد رشيد البلاع,9625-ar,substantial_shareholder,,,
علي محمد رشيد البلاع,علي محمد رشيد البلاع,9625-en,substantial_shareholder,,,
علي محمد سعدي شنيمر,علي محمد سعدي شنيمر,4051-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
علي محمد سعدي شنيمر,علي محمد سعدي شنيمر,9570-ar,board_member,board_of_directors,نائب الرئيس - مستقل,أعضاء مجلس الإدارة
علي محمد علي الحضيف,علي محمد علي الحضيف,9599-ar,board_shareholding,,,أعضاء مجلس الإدارة
علي محمد علي الحضيف,علي محمد علي الحضيف,9599-ar,board_shareholding,,,كبار التنفيذيين
علي محمد علي الحضيف,علي محمد علي الحضيف,9599-ar,board_member,senior_executive,الرئيس التنفيذي,كبار التنفيذيين
علي محمد علي الحضيف,علي محمد علي الحضيف,9599-ar,board_member,board_of_directors,تنفيذي,أعضاء مجلس الإدارة
علي محمد علي الحضيف,علي محمد علي الحضيف,9599-en,board_shareholding,,,Senior Executives
علي محمد علي الحضيف,علي محمد علي الحضيف,9599-en,board_shareholding,,,Board of Directors
علي محمد علي الرويغ,محمد علي محمد الرويغ,6016-ar,substantial_shareholder,,,
علي محمد علي الرويغ,محمد علي محمد الرويغ,6016-en,substantial_shareholder,,,
علي محمد علي النهابي,علي محمد علي النهابي,4265-ar,board_member,senior_executive,تنفيذي,كبار التنفيذيين
علي محمد علي فرماوي,علي محمد علي فرماوي,4003-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
علي مصلح حسن الواقدي,علي مصلح حسن الواقدي,4051-ar,board_member,board_of_directors,تنفيذي,أعضاء مجلس الإدارة
علي هادي حسن آل منصور,علي هادي حسن آل منصور,4260-ar,board_member,board_of_directors,غير تنفيذي,أعضاء مجلس الإدارة
علي يحيى علي محمد الجعفري,علي يحيى علي محمد الجعفري,6060-ar,board_member,board_of_directors,نائب الرئيس - مستقل,أعضاء مجلس الإدارة
عليان محمد حمد اليامي,عليان محمد حمد اليامي,1111-ar,board_shareholding,,,أعضاء مجلس الإدارة
عليان محمد حمد اليامي,عليان محمد حمد اليامي,1111-en,board_shareholding,,,Board of Directors
عليان محمد حمد اليامي,عليان محمد حمد اليامي,7010-ar,board_shareholding,,,كبار التنفيذيين
عليان محمد حمد اليامي,عليان محمد حمد اليامي,7010-en,board_shareholding,,,Senior Executives
عماد خليفه عبدالعزيز الحاجي,عماد خليفه عبدالعزيز الحاجي,2060-ar,board_shareholding,,,كبار التنفيذيين
عماد خليفه عبدالعزيز الحاجي,عماد خليفه عبدالعزيز الحاجي,2060-en,board_shareholding,,,Senior Executives
عماد فوزي عبدالحليم رواش,عماد فوزي عبدالحليم رواش,9578-ar,board_member,senior_executive,المدير المالي,كبار التنفيذيين
عماد محمد سعيد  ابوعلي,عماد محمد سعيد  ابوعلي,2090-ar,board_member,senior_executive,المدير المالي,كبار التنفيذيين
عمار زاهد,عمار زاهد,1201-ar,board_member,board_of_directors,مستقل,أعضاء مجلس الإدارة
عمار سالم محمد النهدي,عمار سالم محمد النهدي,9560-ar,board_member,senior_executive,الرئيس التنفيذي,كبار التنفيذيين
عمار سليمان عبدالقادر فقيه,عمار سليمان عبدالقادر فقيه,4017-ar,board_member,board_of_directors,غير تنفيذي,رئيس مجلس الإدارة
عمار سليمان عبدالقادر فقيه,عمار سليمان عبدالقادر فقيه,4017-ar,board_shareholding,,,رئيس مجلس الإدارة
عمار سليمان عبدالقادر فقيه,عمار سليمان عبدالقادر فقيه,4017-ar,substantial_shareholder,,,
عمار سليمان عبدالقادر فقيه,عمار سليمان عبدالقادر فقيه,4017-en,board_shareholding,,,Chairman
عمار سليمان عبدالقادر فقيه,عمار سليمان عبدالقادر فقيه,4017-en,substantial_shareholder,,,
